OP070_V_1_angle_value,OP090_SnapRingPeakForce_value,OP070_V_2_angle_value,OP120_Rodage_I_mesure_value,OP090_SnapRingFinalStroke_value,OP110_Vissage_M8_torque_value,OP100_Capuchon_insertion_mesure,OP120_Rodage_U_mesure_value,OP070_V_1_torque_value,OP090_StartLinePeakForce_value,OP110_Vissage_M8_angle_value,OP090_SnapRingMidPointForce_val,OP070_V_2_torque_value,Binar_OP130_Resultat_Global_v
120.0,154.31,135.7,111.63,12.04,12.35,0.41,11.97,6.4,22.3,13.9,103.98,6.41,1
142.1,157.21,157.3,114.74,11.82,12.17,0.38,11.97,6.61,25.64,21.2,109.08,6.62,1
170.4,145.77,163.7,113.89,12.13,12.45,0.4,11.97,6.42,18.64,8.8,86.25,6.42,1
159.4,181.67,161.1,115.83,12.05,12.2,,11.97,6.62,21.58,21.8,99.73,6.63,1
157.6,163.29,182.8,111.7,12.08,12.23,,11.97,6.6,23.55,16.6,101.05,6.61,1
190.5,167.9,150.8,107.57,11.82,12.24,0.35,11.97,6.61,24.57,17.7,98.22,6.61,1
172.1,179.66,188.7,117.52,12.07,12.09,,11.97,6.62,24.52,25.3,107.17,6.63,1
189.3,165.53,159.9,118.58,12.09,12.25,,11.97,6.61,22.02,16.8,99.33,6.61,1
157.1,171.2,164.8,118.03,12.07,12.19,,11.97,6.62,22.33,33.0,104.31,6.63,1
159.4,142.07,175.2,110.88,11.72,12.36,,11.97,6.61,22.8,10.2,96.86,6.61,1
158.5,171.85,155.8,113.47,12.07,12.24,,11.97,6.61,22.82,14.6,107.37,6.62,1
147.3,151.84,160.3,116.86,12.1,12.29,0.41,11.97,6.41,22.55,18.4,98.49,6.41,1
163.0,160.11,153.0,110.1,11.82,12.1,,11.97,6.61,28.24,20.7,106.33,6.61,1
197.0,145.61,187.1,110.47,12.04,12.3,0.41,11.97,6.41,21.91,14.6,100.55,6.42,1
155.5,168.39,155.8,118.63,11.92,12.26,,11.97,6.62,26.65,13.1,105.26,6.61,1
173.1,144.06,155.9,112.1,11.86,12.16,,11.97,6.61,28.77,21.8,102.2,6.61,1
138.0,162.39,166.1,107.82,11.89,12.27,,11.97,6.62,22.53,10.1,91.08,6.61,1
165.1,140.24,165.1,116.74,11.84,12.18,0.38,11.97,6.6,22.6,16.8,97.89,6.61,1
184.7,180.65,166.5,110.79,11.87,12.25,,11.98,6.6,24.98,13.2,97.99,6.63,1
164.4,174.19,166.7,120.14,11.89,12.26,,11.97,6.62,24.48,15.5,105.9,6.61,1
137.4,179.54,157.4,113.87,12.05,12.28,,11.97,6.62,23.72,16.8,99.16,6.63,1
172.4,137.16,134.6,109.18,12.11,12.27,0.41,11.97,6.41,22.11,15.2,96.52,6.4,1
150.8,170.22,150.7,112.72,11.89,12.28,,11.98,6.61,24.4,17.3,94.5,6.61,1
131.5,166.82,144.7,107.47,12.11,12.2,0.36,11.97,6.4,22.16,12.5,102.79,6.41,1
158.1,167.46,169.3,109.17,11.9,12.25,,11.97,6.63,27.2,16.7,104.4,6.63,1
159.4,145.06,163.5,108.33,12.02,12.33,0.41,11.97,6.4,22.54,14.4,102.85,6.41,1
153.0,154.89,164.2,111.81,12.06,12.26,0.41,11.97,6.41,21.12,21.0,97.34,6.41,1
119.4,155.95,148.2,113.75,12.1,12.39,0.41,11.97,6.41,25.3,12.8,105.69,6.41,1
183.3,164.61,150.3,112.5,11.82,12.18,0.37,11.97,6.64,26.82,25.4,103.0,6.6,1
162.6,154.86,162.8,110.27,12.09,12.17,0.4,11.97,6.41,18.68,15.4,84.8,6.4,1
189.9,156.61,161.3,110.65,11.9,12.21,,11.98,6.62,27.55,11.8,95.78,6.6,1
150.6,177.92,137.5,113.5,12.08,12.17,,11.98,6.62,23.68,27.2,99.27,6.6,1
147.7,160.17,152.6,111.42,11.83,12.31,0.36,11.97,6.6,23.65,13.0,96.98,6.62,1
157.0,136.87,134.4,112.42,12.12,12.34,0.39,11.97,6.41,16.11,15.7,76.42,6.41,1
187.7,158.83,147.8,110.96,11.85,12.3,0.4,11.97,6.62,25.21,24.4,97.57,6.61,1
156.5,156.87,168.5,115.02,12.13,12.3,0.4,11.97,6.41,21.87,12.0,93.64,6.42,1
138.4,173.11,167.9,111.9,11.88,12.36,,11.98,6.62,25.92,24.6,107.68,6.6,1
168.9,159.24,170.6,111.45,11.82,12.25,0.4,11.97,6.6,27.26,33.7,101.0,6.61,1
163.7,158.87,151.2,117.11,11.88,12.28,,11.97,6.61,23.23,10.8,90.76,6.61,1
182.8,135.26,177.2,112.0,11.83,12.33,0.38,11.97,6.61,22.18,13.0,91.28,6.62,1
147.8,149.48,160.7,108.55,12.09,12.21,0.41,11.97,6.41,21.64,25.8,95.36,6.41,1
147.7,165.85,152.0,116.27,11.88,12.37,,11.97,6.6,25.98,13.6,98.58,6.61,1
133.4,149.14,146.0,112.16,12.1,12.38,0.41,11.97,6.4,19.5,16.4,82.16,6.44,1
173.8,140.68,192.1,113.97,11.86,12.19,0.4,11.97,6.63,23.55,17.2,95.87,6.6,1
145.0,165.35,144.2,116.39,11.82,12.33,0.4,11.97,6.61,27.21,15.8,113.91,6.61,1
197.8,157.33,165.8,113.03,11.83,12.28,,11.97,6.5,25.59,11.6,103.42,6.61,1
164.8,158.59,161.7,111.36,11.89,12.25,,11.97,6.62,23.82,16.4,90.75,6.61,1
163.7,150.76,166.2,113.56,11.85,12.31,,11.97,6.61,25.81,15.6,105.06,6.62,1
145.6,163.24,157.4,113.32,11.82,12.24,0.39,11.97,6.62,25.42,20.8,95.42,6.6,1
163.1,145.11,151.9,108.54,12.03,12.24,0.41,11.97,6.4,24.57,16.8,100.8,6.4,1
164.7,168.73,145.2,117.5,11.91,12.19,,11.98,6.62,29.28,15.5,103.55,6.61,1
162.1,134.36,188.5,117.85,12.05,12.14,0.41,11.97,6.41,23.52,33.6,94.58,6.43,1
148.1,154.67,132.3,116.72,12.08,12.23,0.39,11.97,6.41,22.55,14.7,86.84,6.41,1
162.4,154.35,157.4,116.42,12.13,12.16,0.4,11.97,6.41,21.81,16.0,103.44,6.4,1
144.1,164.56,146.7,121.4,11.9,12.3,,11.97,6.62,26.4,10.0,92.6,6.63,1
166.5,168.64,168.3,112.99,12.06,12.28,,11.97,6.62,25.64,12.6,101.35,6.62,1
172.3,162.18,168.8,112.31,11.88,12.36,,11.97,6.62,21.96,14.3,92.77,6.61,1
197.6,147.56,153.9,116.98,11.86,12.24,,11.97,6.59,26.99,12.5,98.14,6.61,1
157.7,155.91,155.5,115.42,12.08,12.26,,11.97,6.62,23.39,21.7,98.14,6.61,1
150.7,160.44,142.0,114.47,11.88,12.41,,11.97,6.61,22.0,8.7,88.04,6.62,1
143.1,145.87,193.6,118.16,11.79,12.19,,11.98,6.61,24.58,15.7,90.44,6.63,1
174.6,162.43,135.0,111.67,11.88,12.34,,11.97,6.62,22.88,14.7,90.42,6.62,1
167.2,158.11,163.0,112.24,11.9,12.39,,11.97,6.6,26.52,13.8,97.36,6.61,1
178.8,154.86,145.7,115.04,11.76,12.47,,11.97,6.61,25.5,9.4,101.71,6.6,1
144.1,167.98,148.9,118.91,11.89,12.17,,11.97,6.62,25.42,20.5,107.07,6.63,1
146.8,159.01,160.9,107.49,11.91,12.24,,11.98,6.65,26.5,15.1,101.87,6.6,1
165.8,171.82,173.2,114.19,12.08,12.27,,11.97,6.63,23.07,14.2,102.64,6.62,1
158.4,150.47,161.3,108.27,12.1,12.26,0.39,11.97,6.41,19.81,17.4,82.66,6.41,1
174.2,182.24,155.8,105.55,11.89,12.29,,11.98,6.62,25.89,13.2,107.79,6.61,1
155.6,144.86,149.4,114.88,12.11,12.34,0.39,11.97,6.41,19.75,11.1,83.1,6.42,1
176.1,152.12,186.8,117.56,11.86,12.27,,11.97,6.62,27.77,15.3,107.16,6.6,1
160.7,158.36,162.5,118.87,11.85,12.23,,11.97,6.61,24.55,18.5,103.68,6.61,1
173.2,178.35,164.7,112.88,12.06,12.27,,11.97,6.62,24.0,17.2,106.62,6.6,1
183.7,144.96,181.1,118.28,12.11,12.28,0.41,11.97,6.41,23.51,15.9,103.87,6.41,1
182.3,157.03,179.1,112.34,11.76,12.2,,11.97,6.61,24.43,20.0,103.05,6.64,1
140.1,158.81,153.8,105.95,11.89,12.25,,11.97,6.62,23.6,12.5,89.02,6.6,1
165.8,155.4,150.9,115.64,11.84,12.3,,11.97,6.61,27.52,19.0,106.74,6.61,1
174.8,139.73,162.6,109.91,11.85,12.22,0.37,11.97,6.61,23.96,16.5,93.37,6.62,1
158.7,145.48,177.5,114.66,11.78,12.27,,11.97,6.63,24.18,15.1,94.37,6.63,1
136.0,140.9,157.8,111.37,12.05,12.27,0.41,11.97,6.43,22.11,14.8,96.5,6.41,1
155.7,171.44,168.3,111.32,12.07,12.28,,11.97,6.62,23.26,11.3,103.58,6.6,1
182.0,156.38,152.5,116.41,12.09,12.23,,11.97,6.61,17.35,29.1,99.39,6.6,1
149.2,157.42,132.2,118.44,11.83,12.16,0.39,11.97,6.61,26.37,26.3,97.16,6.61,1
160.9,145.33,163.5,117.93,12.03,12.24,0.41,11.97,6.41,24.07,15.1,98.98,6.43,1
168.2,131.4,135.6,115.6,12.05,12.27,0.41,11.97,6.4,22.99,11.7,98.47,6.4,1
140.2,152.46,172.0,116.4,12.12,12.25,0.38,11.97,6.41,17.83,18.5,77.94,6.41,1
182.6,146.84,176.0,115.96,12.11,12.22,0.4,11.97,6.4,18.18,20.2,83.09,6.44,1
154.2,166.21,165.1,115.27,11.82,12.34,0.37,11.97,6.61,26.82,9.2,104.41,6.61,1
175.0,154.53,155.5,120.8,12.08,12.2,,11.97,6.63,22.94,20.5,102.97,6.61,1
178.4,146.07,167.4,108.43,11.86,12.28,,11.97,6.61,27.91,15.4,100.22,6.61,1
168.8,175.67,178.1,118.23,12.07,12.16,,11.97,6.62,24.78,22.1,109.01,6.61,1
148.7,181.28,151.0,114.07,12.06,12.28,,11.97,6.64,22.27,11.9,101.92,6.61,1
156.0,159.62,177.0,114.04,11.86,12.33,,11.97,6.6,23.43,12.5,97.42,6.63,1
166.0,144.76,163.8,115.66,11.87,12.17,,11.97,6.61,27.69,17.1,104.0,6.62,1
175.6,139.45,194.3,114.47,11.85,12.27,,11.97,6.61,23.53,16.4,104.9,6.61,1
158.4,159.8,148.0,109.61,12.08,12.25,,11.97,6.6,22.76,20.8,103.06,6.63,1
176.5,155.84,173.1,117.43,11.81,12.34,0.4,11.97,6.6,22.44,16.1,93.64,6.61,1
156.3,148.13,157.6,108.27,12.12,12.2,0.4,11.97,6.41,18.7,24.7,82.71,6.41,1
144.0,160.15,146.0,113.15,11.89,12.44,,11.97,6.63,23.43,10.8,94.72,6.65,1
197.8,153.51,187.6,112.36,11.84,12.16,0.33,11.97,6.59,25.44,19.0,93.86,6.6,1
173.3,154.6,151.4,110.88,12.07,12.15,0.41,11.97,6.41,23.43,25.8,107.2,6.41,1
157.3,154.51,150.5,113.46,12.1,12.34,0.41,11.97,6.41,25.15,11.0,100.31,6.41,1
152.9,153.02,175.5,115.25,12.13,12.29,0.38,11.97,6.42,22.29,10.8,99.03,6.41,1
159.4,180.23,149.8,115.04,12.06,12.34,,11.97,6.62,26.55,14.1,103.03,6.61,1
146.8,161.35,154.0,109.81,11.88,12.29,,11.97,6.62,23.28,11.3,86.82,6.61,1
151.8,174.02,148.3,116.13,12.06,12.19,,11.97,6.61,24.76,27.8,97.41,6.61,1
161.5,139.87,148.3,116.24,12.12,12.3,0.41,11.97,6.41,22.65,24.4,97.16,6.41,1
163.5,157.97,149.8,114.72,12.04,12.31,0.41,11.97,6.41,21.74,16.3,104.12,6.42,1
129.0,163.8,143.1,112.23,11.75,12.23,,11.97,6.61,24.26,12.1,96.53,6.61,1
162.9,156.4,151.7,111.08,12.1,12.33,0.41,11.97,6.4,23.82,15.4,103.97,6.4,1
136.3,152.67,150.4,112.51,12.09,12.25,0.41,11.97,6.41,24.11,15.1,104.49,6.4,1
160.9,157.08,158.3,108.87,11.83,12.29,,11.97,6.6,26.03,25.7,101.72,6.6,1
150.0,154.74,160.2,107.48,11.89,12.18,,11.97,6.6,26.01,14.3,98.67,6.61,1
155.3,153.74,151.3,110.13,12.11,12.18,0.41,11.97,6.4,21.55,18.8,98.03,6.41,1
150.4,148.88,133.1,110.5,12.1,12.3,0.41,11.97,6.4,21.2,14.1,98.72,6.4,1
159.3,140.86,156.4,115.87,11.87,12.21,,11.98,6.61,26.8,16.0,107.71,6.61,1
195.3,144.58,159.1,117.44,11.89,12.4,,11.97,6.61,24.34,8.2,96.2,6.61,1
130.8,148.32,151.4,110.59,11.82,12.21,0.36,11.97,6.6,22.7,13.0,94.07,6.61,1
172.2,165.58,166.8,112.81,11.89,12.38,,11.97,6.61,25.18,11.6,90.01,6.61,1
167.0,168.33,191.2,111.74,11.75,12.29,,11.97,6.61,23.76,14.9,102.74,6.61,1
138.7,154.03,162.9,112.31,12.1,12.26,,11.97,6.61,23.24,19.1,99.19,6.62,1
141.7,178.55,178.4,114.47,12.05,12.12,,11.97,6.62,23.05,27.1,102.29,6.63,1
167.2,161.67,159.4,112.37,11.75,12.35,,11.97,6.61,24.92,11.7,98.39,6.62,1
154.9,162.35,140.1,112.86,11.89,12.23,,11.97,6.62,23.09,27.5,91.58,6.6,1
144.0,161.14,165.5,113.01,12.09,12.27,,11.97,6.62,22.72,14.8,99.22,6.6,1
162.5,153.02,176.1,115.51,11.9,12.34,,11.97,6.62,21.88,14.4,99.97,6.61,1
165.9,169.09,163.2,117.29,12.08,12.23,,11.97,6.62,23.57,16.7,100.42,6.61,1
144.8,164.51,158.8,116.03,12.06,12.17,,11.97,6.62,26.68,17.3,105.29,6.61,1
149.1,134.42,173.5,104.75,12.05,12.29,0.41,11.97,6.41,21.29,19.8,103.32,6.42,1
155.9,150.46,153.8,119.54,11.88,12.26,,11.97,6.62,24.99,13.0,94.7,6.62,1
136.2,175.17,151.3,112.39,11.88,12.25,,11.98,6.61,22.26,22.0,92.83,6.61,1
151.3,152.61,159.4,111.97,11.9,12.17,,11.97,6.62,24.22,20.4,99.87,6.61,1
152.3,173.6,160.7,118.69,12.06,12.23,,11.97,6.62,24.27,31.4,102.68,6.6,1
181.6,146.51,166.4,115.78,12.13,12.26,0.4,11.97,6.44,18.93,17.1,82.56,6.41,1
197.5,162.99,171.0,115.32,12.06,12.29,,11.98,6.48,24.41,13.9,98.39,6.61,1
139.4,152.84,140.4,111.26,12.1,12.27,0.41,11.97,6.41,23.37,15.8,96.36,6.42,2
138.7,171.19,168.8,115.06,12.05,12.3,,11.97,6.62,24.42,10.0,103.41,6.61,1
138.9,137.34,162.4,112.73,11.83,12.3,0.31,11.97,6.61,22.35,25.3,92.09,6.6,1
155.9,160.24,166.9,112.19,11.68,12.35,,11.97,6.61,25.8,12.8,106.92,6.6,1
180.7,144.45,155.1,114.29,11.82,12.15,0.37,11.97,6.61,23.67,28.3,98.98,6.6,1
167.7,155.14,148.8,109.21,11.92,12.35,,11.97,6.6,25.12,10.7,95.3,6.61,1
153.9,177.3,135.8,110.95,11.9,12.32,,11.97,6.6,25.7,13.2,104.47,6.61,1
160.9,157.94,151.2,108.61,12.13,12.35,0.36,11.97,6.41,19.02,12.9,79.03,6.4,1
175.2,163.31,142.0,110.53,11.82,12.31,,11.97,6.6,25.08,16.2,104.51,6.62,1
174.4,166.05,164.1,112.04,12.07,12.29,,11.97,6.62,24.35,13.4,97.26,6.63,1
172.3,153.25,161.2,111.44,12.12,12.27,0.37,11.97,6.42,20.27,14.1,93.84,6.43,1
146.4,150.22,172.6,114.03,11.8,12.25,,11.97,6.62,25.24,19.3,91.4,6.61,1
149.3,143.57,150.4,111.65,12.11,12.29,0.41,11.97,6.4,21.73,17.8,102.19,6.44,1
140.5,166.85,144.4,111.66,11.81,12.34,0.38,11.97,6.61,25.78,16.7,104.85,6.61,1
136.5,165.68,172.8,113.03,11.83,12.18,,11.97,6.62,28.01,20.2,100.36,6.6,2
146.9,143.92,148.0,114.0,11.88,12.23,,11.97,6.61,22.7,12.5,93.34,6.62,1
132.7,151.11,159.6,109.71,12.1,12.4,0.41,11.97,6.4,21.4,14.1,100.87,6.4,1
149.2,150.56,126.8,114.07,12.1,12.3,0.41,11.97,6.41,26.7,12.5,99.49,6.41,1
139.3,145.72,145.2,110.51,12.04,12.16,0.41,11.97,6.41,24.98,18.1,104.32,6.42,1
158.0,154.8,159.0,112.58,11.9,12.2,,11.97,6.61,24.21,22.9,101.18,6.61,1
158.7,153.97,161.0,114.9,12.12,12.23,0.36,11.97,6.42,20.01,20.7,91.35,6.41,1
138.6,150.3,165.5,111.86,12.09,12.17,0.41,11.97,6.42,23.0,20.8,100.97,6.41,1
127.8,148.59,140.8,113.77,12.04,12.22,0.41,11.97,6.41,22.83,12.7,100.63,6.41,1
148.3,146.34,169.1,108.66,11.9,12.2,,11.97,6.62,23.38,14.4,89.3,6.61,1
164.4,150.04,148.1,119.15,12.04,12.23,0.41,11.97,6.43,24.93,20.3,105.49,6.4,1
153.4,145.01,147.3,125.0,11.9,12.31,,11.97,6.61,23.34,15.3,93.11,6.62,1
194.1,162.7,190.6,110.51,11.85,12.19,,11.97,6.61,26.37,22.1,101.02,6.61,1
192.9,182.57,163.9,117.51,12.06,12.33,,11.97,6.65,21.37,14.4,98.56,6.66,1
177.5,139.84,155.5,115.39,12.06,12.21,0.41,11.97,6.41,24.66,12.6,98.98,6.4,1
147.6,162.23,163.3,118.6,11.89,12.36,,11.97,6.62,24.09,9.9,95.76,6.62,1
165.6,151.44,162.8,108.29,11.83,12.24,0.38,11.97,6.6,23.28,13.7,96.22,6.63,1
153.5,153.33,141.4,113.17,11.83,12.13,0.24,11.97,6.61,24.7,35.6,94.95,6.63,1
164.6,151.59,170.8,112.33,12.07,12.28,0.41,11.98,6.4,20.25,10.8,102.73,6.41,1
164.0,154.31,136.6,113.85,12.1,12.35,0.41,11.97,6.41,25.66,25.0,101.26,6.41,1
153.9,145.47,162.7,117.86,11.76,12.26,,11.97,6.62,25.56,17.9,99.7,6.6,1
148.9,157.13,134.9,115.38,11.83,12.31,0.39,11.97,6.61,27.31,12.4,100.0,6.61,1
146.9,157.77,180.8,112.93,12.13,12.17,0.39,11.97,6.41,23.73,20.6,98.31,6.44,1
164.7,166.84,147.8,109.33,12.06,12.29,,11.97,6.62,23.54,11.9,95.86,6.62,1
182.6,150.03,137.8,114.64,11.84,12.31,,11.97,6.6,23.03,14.8,94.29,6.61,1
160.5,169.71,164.6,107.2,11.9,12.19,,11.98,6.61,26.07,17.2,105.4,6.6,1
198.1,152.87,176.5,112.89,11.69,12.29,,11.97,6.13,23.58,12.5,94.4,6.61,1
125.6,154.74,159.0,116.8,12.09,12.32,0.35,11.97,6.41,23.46,23.4,96.31,6.41,1
174.7,135.02,168.1,110.87,12.11,12.26,0.41,11.97,6.4,22.01,13.6,91.81,6.41,1
135.0,160.97,142.8,117.77,11.84,12.3,0.4,11.97,6.6,26.02,20.0,96.94,6.6,1
130.8,165.86,154.3,113.94,11.88,12.25,,11.97,6.6,23.04,27.6,91.18,6.61,1
158.2,150.29,163.9,112.33,12.05,12.19,0.41,11.97,6.41,19.96,17.3,95.26,6.41,1
171.7,161.1,152.9,116.05,11.89,12.24,,11.97,6.6,25.34,16.9,104.56,6.62,1
145.3,153.18,159.8,102.05,12.13,12.34,0.4,11.97,6.41,19.66,24.3,82.59,6.4,1
136.3,156.16,148.2,114.47,11.82,12.13,0.38,11.97,6.61,25.42,18.1,100.8,6.61,1
168.5,162.13,151.4,114.55,12.09,12.17,,11.97,6.6,22.17,19.9,103.15,6.61,1
147.2,168.57,165.1,115.47,11.91,12.31,,11.97,6.65,26.57,15.1,109.72,6.61,1
175.7,144.24,143.1,115.42,11.83,12.26,0.38,11.97,6.6,23.28,38.0,96.64,6.61,1
140.2,150.96,185.1,114.87,11.9,12.41,,11.97,6.61,25.25,12.0,98.72,6.61,1
158.5,143.24,156.4,110.84,11.83,12.31,0.39,11.97,6.61,26.03,27.0,108.97,6.61,1
148.1,160.77,168.8,113.71,11.89,12.2,,11.98,6.61,23.59,18.7,98.1,6.61,1
167.1,144.2,176.3,111.82,12.06,12.22,0.41,11.97,6.41,19.62,19.2,90.94,6.41,1
164.5,176.66,142.5,110.64,11.9,12.15,,11.97,6.62,27.6,18.5,97.2,6.61,1
157.2,159.6,149.7,114.03,11.9,12.29,,11.97,6.62,22.15,26.9,97.2,6.6,1
156.5,151.99,140.6,112.37,12.08,12.23,0.33,11.97,6.41,21.85,25.7,93.37,6.41,1
159.3,178.74,182.3,115.74,12.06,12.32,,11.97,6.62,25.61,12.5,100.28,6.63,1
156.7,143.53,160.8,110.67,12.05,12.29,0.41,11.97,6.41,22.26,16.3,98.18,6.43,1
164.7,152.11,158.2,131.59,12.04,12.41,0.41,11.97,6.41,24.39,10.8,100.45,6.42,1
182.8,162.38,168.3,124.98,12.02,12.27,0.41,11.97,6.42,23.24,10.1,92.53,6.41,1
132.4,151.37,155.5,113.31,12.09,12.13,,11.97,6.62,24.8,16.4,97.08,6.63,1
170.3,161.77,136.8,112.21,11.8,12.27,0.36,11.97,6.63,24.72,16.6,103.0,6.62,1
165.8,140.78,154.5,112.41,12.12,12.33,0.37,11.97,6.41,18.41,10.1,82.29,6.43,1
150.0,168.81,138.4,120.84,11.86,12.27,,11.97,6.62,25.83,24.4,97.95,6.61,1
139.9,167.94,159.2,111.74,11.91,12.26,,11.97,6.6,27.03,15.3,103.51,6.61,1
169.1,144.29,148.9,114.94,11.86,12.21,,11.97,6.61,25.0,19.9,99.22,6.61,1
147.8,156.69,158.4,118.44,11.94,12.25,,11.97,6.62,26.97,13.5,104.47,6.61,1
148.2,148.13,162.8,113.0,12.09,12.23,0.41,11.97,6.4,23.03,17.0,99.41,6.42,1
171.8,154.43,149.1,110.13,12.12,12.28,0.39,11.97,6.4,21.57,13.5,97.2,6.44,1
174.5,144.72,151.7,111.5,11.85,12.22,0.31,11.97,6.61,25.0,17.9,107.95,6.62,1
153.3,133.7,160.1,124.76,12.06,12.13,0.39,11.97,6.41,22.67,25.1,95.0,6.41,1
165.0,158.3,160.6,115.38,11.81,12.31,0.36,11.97,6.6,26.0,16.3,108.11,6.63,1
157.3,163.57,197.4,116.35,12.06,12.14,,11.97,6.62,23.88,22.7,99.79,6.35,1
157.4,152.28,161.6,115.79,12.09,12.23,,11.97,6.6,20.7,14.6,100.11,6.62,1
165.6,174.97,144.3,112.02,11.88,12.29,,11.98,6.6,26.21,15.0,98.05,6.6,1
148.4,155.12,142.6,108.34,11.89,12.4,,11.98,6.62,21.47,7.0,93.0,6.61,1
165.3,174.64,195.3,114.47,12.07,12.27,,11.97,6.62,24.98,18.5,97.15,6.63,1
144.6,174.44,180.9,108.16,12.05,12.22,,11.97,6.61,23.32,16.8,99.57,6.62,1
149.8,151.12,144.7,120.23,11.91,12.25,,11.97,6.6,24.73,11.0,94.49,6.61,1
192.0,138.46,179.4,112.3,12.07,12.19,0.38,11.97,6.42,19.92,20.6,92.92,6.4,1
166.1,173.12,143.6,115.36,12.07,12.21,,11.98,6.63,24.62,19.9,97.14,6.61,1
181.9,174.59,163.6,113.62,12.05,12.21,,11.97,6.6,21.99,14.9,98.94,6.63,1
164.3,163.23,162.4,119.16,11.88,12.25,,11.97,6.61,22.57,19.3,91.26,6.6,1
134.3,153.36,153.0,120.88,11.83,12.23,0.38,11.97,6.61,25.43,20.1,111.88,6.61,1
167.6,158.31,138.3,112.71,11.81,12.27,0.38,11.97,6.61,25.94,14.4,102.04,6.6,1
158.1,139.98,162.5,115.33,11.83,12.28,0.36,11.97,6.61,23.18,13.1,92.21,6.6,1
148.8,140.39,170.5,118.52,12.05,12.28,0.41,11.97,6.4,23.57,12.9,101.93,6.41,1
169.5,155.39,177.3,112.77,11.82,12.24,0.39,11.97,6.61,24.04,15.8,97.43,6.63,1
157.6,153.6,167.2,108.47,11.89,12.34,,11.98,6.6,25.09,14.0,97.41,6.61,1
161.0,155.97,165.4,118.42,12.11,12.23,0.39,11.97,6.41,20.52,15.7,97.33,6.4,1
140.0,158.58,169.8,110.98,12.09,12.31,,11.97,6.63,21.87,11.4,96.89,6.6,1
145.2,161.91,159.8,112.7,11.73,12.24,,11.97,6.61,28.1,15.3,115.2,6.61,1
155.3,157.08,157.1,113.2,11.82,12.15,0.38,11.97,6.61,25.29,24.7,100.86,6.6,1
143.8,165.25,153.5,120.12,11.82,12.24,0.37,11.97,6.61,25.48,15.8,100.87,6.61,1
152.0,147.09,162.9,113.95,11.91,12.27,,11.97,6.62,22.28,13.0,94.74,6.61,1
140.4,165.59,144.2,116.56,12.07,12.12,,11.97,6.62,22.75,21.7,102.65,6.61,1
134.4,156.51,190.0,112.02,12.1,12.23,,11.98,6.62,25.18,16.3,98.19,6.61,1
197.7,151.82,153.6,114.33,11.83,12.25,,11.97,6.57,25.55,13.9,104.88,6.61,1
169.9,152.18,157.3,109.31,12.09,12.27,,11.97,6.61,21.65,14.0,99.6,6.61,1
174.5,159.57,162.3,111.46,11.83,12.23,,11.98,6.61,26.89,17.1,107.07,6.62,1
136.5,146.9,152.4,111.64,12.08,12.32,0.35,11.97,6.41,22.35,9.9,98.59,6.42,1
154.1,148.03,150.4,111.13,12.13,12.21,0.39,11.97,6.41,19.07,18.8,85.58,6.44,1
165.8,170.35,156.5,115.76,12.06,12.31,,11.97,6.61,22.96,13.3,101.68,6.6,1
141.9,177.16,158.0,110.28,12.06,12.31,,11.97,6.6,22.2,31.8,101.44,6.61,1
156.5,159.26,166.6,110.54,11.83,12.26,0.33,11.97,6.61,22.61,17.2,94.13,6.61,2
154.0,173.81,152.3,110.02,12.06,12.22,,11.97,6.62,25.25,17.6,95.87,6.61,1
178.3,163.55,156.7,118.53,11.8,12.35,0.4,11.97,6.61,26.55,9.7,101.07,6.62,1
121.1,154.79,156.2,115.87,12.06,12.27,0.41,11.97,6.41,22.41,18.1,98.44,6.41,1
159.4,157.6,155.8,111.77,12.07,12.17,,11.97,6.62,24.36,44.0,99.03,6.61,1
197.7,159.3,150.2,113.54,11.82,12.36,0.35,11.97,6.59,25.67,12.2,113.18,6.62,1
155.5,150.36,160.8,116.17,12.13,12.27,0.37,11.97,6.41,18.7,13.7,79.14,6.43,1
173.6,160.41,175.9,110.52,12.04,12.18,0.41,11.97,6.41,24.37,21.8,99.35,6.4,1
182.8,152.94,180.4,112.85,12.06,12.2,0.41,11.97,6.4,22.59,23.0,95.56,6.41,1
159.3,159.92,141.4,107.51,12.02,12.3,0.41,11.97,6.41,23.38,13.7,102.87,6.4,1
145.8,149.63,136.5,114.38,11.84,12.24,,11.97,6.63,26.57,17.3,102.3,6.61,1
132.2,156.99,127.9,122.26,12.02,12.2,0.41,11.97,6.42,24.91,11.7,100.03,6.41,1
147.5,157.35,173.7,109.7,11.9,12.2,,11.97,6.62,26.9,17.9,89.64,6.61,1
171.6,147.23,150.5,114.18,12.04,12.29,0.41,11.97,6.42,24.82,10.2,101.08,6.41,1
157.0,155.57,152.3,112.94,12.09,12.17,,11.97,6.62,23.27,18.0,95.41,6.6,1
173.4,156.87,157.0,120.81,11.76,12.32,,11.97,6.62,24.78,9.4,99.01,6.62,1
152.4,160.8,152.3,113.77,11.91,12.31,,11.98,6.62,24.67,15.6,99.29,6.62,1
144.6,155.58,127.8,114.91,11.84,12.35,0.37,11.97,6.6,23.49,12.1,94.18,6.61,1
155.8,163.7,176.6,114.38,11.84,12.29,,11.97,6.61,25.64,39.8,100.36,6.6,1
170.5,169.16,167.5,110.73,12.08,12.35,,11.97,6.6,26.36,11.2,104.07,6.61,1
164.8,161.29,150.0,114.66,11.82,12.19,0.38,11.97,6.61,26.08,26.7,97.9,6.62,1
